,id,sentence,subject_entity,object_entity,label
200,위메프_0.0,위메프는 대한민국의 이커머스 기업이다. 2010년 10월 8일 오픈했다.,"{'start': 0, 'text': '위메프', 'type': 'org'}","{'start': 11, 'text': '이커머스 기업', 'type': 'poh'}",org:field
201,위메프_4.0,하지만 2016년 11월 14일 배송대행 사업을 종료했다.,"{'start': 18, 'text': '배송대행 사업', 'type': 'poh'}","{'start': 4, 'text': '2016년 11월 14일', 'type': 'dat'}",poh:end_date
202,위메프_text,위메프는 대한민국의 이커머스 기업이다. 2010년 10월 8일 오픈했다..,"{'start': 0, 'text': '위메프', 'type': 'org'}","{'start': 22, 'text': '2010년 10월 8일', 'type': 'dat'}",org:founded
203,위메프_7.0,이로 인해 위메프는 2014년 공정거래위원회로부터 제재를 받았다.,"{'start': 6, 'text': '위메프', 'type': 'org'}","{'start': 28, 'text': '제재', 'type': 'poh'}",org:event
204,위메프_6.0,"하지만, 이 광고에서 위메프가 쿠팡보다 모든 상품이 더 저렴한 것 처럼 허위 광고를 하고, 쿠팡을 비하하는 표현을 사용했다.","{'start': 12, 'text': '위메프', 'type': 'org'}","{'start': 51, 'text': '쿠팡', 'type': 'org'}",related
205,위메프_3.0,"배송대행 사이트인 위메프박스를 운영했으며, 물류센터는 미국 뉴저지, 델라웨어, 오리건, 일본 가나가와 현 요코하마에 있었다.","{'start': 10, 'text': '위메프박스', 'type': 'poh'}","{'start': 44, 'text': '오리건', 'type': 'loc'}",no_relation
206,위메프_8.0,2015년 1월 7일 11명의 신입사원들을 2주간 수습 업무로 14시간씩 일시키고는 전부 해고시켜서 악덕기업이라는 구설수에 올랐다.,"{'start': 56, 'text': '악덕기업', 'type': 'poh'}","{'start': 0, 'text': '2015년 1월 7일', 'type': 'dat'}",no_relation
207,위메프_5.0,2013년 위메프는 김슬기와 김민교를 내세워 경쟁사인 쿠팡의 전지현과 송중기를 내세운 광고 '그녀는 잘 삽니다.'를 패러디 한 '그녀는 잘 사는 줄 알았습니다.'를 인터넷을 통해 광고했다.,"{'start': 6, 'text': '위메프', 'type': 'org'}","{'start': 30, 'text': '쿠팡', 'type': 'org'}",related
208,웹 디자인_27.0,웹페이지는 웹 사이트 개발 목적의 정보로 이루어져 있다.,"{'start': 0, 'text': '웹페이지', 'type': 'poh'}","{'start': 6, 'text': '웹 사이트', 'type': 'poh'}",no_relation
209,웹 디자인_39.0,일부 웹사이트는 스플래시 페이지로 불리는 것을 사용하기도 한다.,"{'start': 3, 'text': '웹사이트', 'type': 'poh'}","{'start': 14, 'text': '페이지', 'type': 'poh'}",no_relation
210,웹 디자인_30.0,"비상업 웹사이트의 경우, 목표는 '얼마큼 드러나고 응답할 것인지'에 따라 다양하다.","{'start': 4, 'text': '웹사이트', 'type': 'poh'}","{'start': 14, 'text': '목표', 'type': 'poh'}",no_relation
211,웹 디자인_46.0,"출판을 끝내면, 웹 마스터는 다양한 기술을 사용하여 트래픽, 방문 횟수를 늘릴 수 있다.","{'start': 9, 'text': '웹 마스터', 'type': 'poh'}","{'start': 29, 'text': '트래픽', 'type': 'poh'}",no_relation
212,웹 디자인_25.0,웹 사이트는 특정한 주제에 대한 정보를 담고 있다.,"{'start': 18, 'text': '정보', 'type': 'poh'}","{'start': 0, 'text': '웹 사이트', 'type': 'poh'}",no_relation
213,웹 디자인_9.0,웹 페이지는 보통 정적 페이지와 동적 페이지로 나눌 수 있다.,"{'start': 0, 'text': '웹 페이지', 'type': 'poh'}","{'start': 10, 'text': '정적 페이지', 'type': 'poh'}",poh:type
214,웹 디자인_16.0,월드 와이드 웹의 창시자 팀 버너스리가 1991년 8월에 웹사이트를 출판하였다.,"{'start': 14, 'text': '팀 버너스리', 'type': 'per'}","{'start': 22, 'text': '1991년 8월', 'type': 'dat'}",no_relation
215,웹 디자인_41.0,웹사이트 안의 각 웹 페이지는 HTML 파일이며 저마다 URL을 가지고 있다.,"{'start': 0, 'text': '웹사이트', 'type': 'poh'}","{'start': 10, 'text': '웹 페이지', 'type': 'poh'}",poh:type
216,웹 디자인_58.0,그러나 W3C는 레이아웃을 위한 표가 이치에 맞고 대안으로서 사용할 수 있을 경우는 레이아웃을 위한 표를 사용할 수 있게 하고 있다.,"{'start': 4, 'text': 'W3C', 'type': 'org'}","{'start': 47, 'text': '레이아웃', 'type': 'poh'}",no_relation
217,웹 디자인_20.0,"기존의 통신과 달라진 점으로, 사용자는 쉽게 하이퍼링크를 따라가며 이 페이지 저 페이지를 탐색할 수 있게 되었다.","{'start': 17, 'text': '사용자', 'type': 'poh'}","{'start': 45, 'text': '페이지', 'type': 'poh'}",no_relation
218,웹 디자인_38.0,첫 페이지는 홈 페이지나 Index로 알려져 있는 페이지이다.,"{'start': 28, 'text': '페이지', 'type': 'poh'}","{'start': 7, 'text': '홈 페이지', 'type': 'poh'}",poh:type
219,웹 디자인_13.0,"동적 콘텐츠는 서버 스크립팅 언어(코드퓨전, ASP, JSP, 펄, PHP, 파이썬 등)를 이용하는 서버 위에 컴파일되기도 한다.","{'start': 11, 'text': '스크립팅 언어', 'type': 'poh'}","{'start': 30, 'text': 'JSP,', 'type': 'poh'}",poh:type
220,웹 디자인_40.0,"스플래시 페이지는 환영 메시지, 언어/지역 선택, 거부자 등이 포함되어 있을 수 있다.","{'start': 0, 'text': '스플래시 페이지', 'type': 'poh'}","{'start': 28, 'text': '거부자', 'type': 'poh'}",no_relation
221,웹 디자인_0.0,웹 디자인(영어: web design)은 웹 브라우저가 해석하고 그래픽 사용자 인터페이스 (GUI)로 보여 주기에 알맞은 마크업 언어 형식으로 인터넷을 통해 전자 매체 콘텐츠 전달의 개념을 정하고 계획하고 모델로 만들어 실행하는 과정이다.,"{'start': 23, 'text': '웹 브라우저', 'type': 'poh'}","{'start': 68, 'text': '마크업 언어', 'type': 'poh'}",no_relation
222,웹 디자인_23.0,"CSS가 출현함에 따라, 표 기반의 레이아웃은 시대에 뒤처진 것으로 평가받는다.","{'start': 0, 'text': 'CSS', 'type': 'poh'}","{'start': 20, 'text': '레이아웃', 'type': 'poh'}",no_relation
223,웹 디자인_4.0,"벡터 그래픽스, 애니메이션, 비디오, 소리와 같은 복잡한 미디어를 보여줄 때에는 플래시, 퀵타임, 자바 런타임 환경과 같은 별도의 플러그인을 요구한다.","{'start': 32, 'text': '미디어', 'type': 'poh'}","{'start': 9, 'text': '애니메이션', 'type': 'poh'}",poh:type
224,웹 디자인_47.0,구글이나 야후와 같은 검색 엔진에 웹 사이트를 등록할 수 있다.,"{'start': 5, 'text': '야후', 'type': 'org'}","{'start': 12, 'text': '검색 엔진', 'type': 'poh'}",org:field
225,웹 디자인_43.0,탐색 속도가 빠르면 집중하기 쉬워지며 온라인으로 방문한 손님들을 끌어 모을 수 있게 되므로 스플래시 페이지는 (특히 상업 웹사이트와 관련된 경우) 점차 쓰이지 않게 되었다.,"{'start': 21, 'text': '온라인', 'type': 'poh'}","{'start': 51, 'text': '스플래시 페이지', 'type': 'poh'}",no_relation
226,웹 디자인_29.0,이 과정에서 수많은 관점(디자인 문제)이 있으며 인터넷의 급격한 발전 때문에 새로운 관점이 나올 수 있다.,"{'start': 14, 'text': '디자인 문제', 'type': 'poh'}","{'start': 27, 'text': '인터넷', 'type': 'poh'}",no_relation
227,웹 디자인_35.0,"스타일은 전문적이고, 관심을 끌 수 있어야 하며, 타당성이 있어야 한다.","{'start': 12, 'text': '관심', 'type': 'poh'}","{'start': 0, 'text': '스타일', 'type': 'poh'}",no_relation
228,웹 디자인_12.0,"콘텐츠는 클라이언트 쪽에서 클라이언트 스크립팅 언어(자바스크립트, JScript, 액션스크립트 등)를 사용하여 DOM 요소를 변경함으로써 이를 변경될 수 있다.","{'start': 21, 'text': '스크립팅 언어', 'type': 'poh'}","{'start': 46, 'text': '액션스크립트', 'type': 'poh'}",poh:type
229,웹 디자인_22.0,원래 표를 사용한 정보를 보여 주는 데에 사용되도록 고안된 표와 같은 기능은 나중에 보이지 않는 레이아웃 장치로 변화되어 쓰이게 되었다.,"{'start': 10, 'text': '정보', 'type': 'poh'}","{'start': 54, 'text': '레이아웃', 'type': 'poh'}",no_relation
230,웹 디자인_51.0,시맨틱 마크업은 또한 웹 페이지 구조를 뜻 있게 정리하며 그에 따라 웹 서비스 내용을 출판하는 것을 일컫는다.,"{'start': 12, 'text': '웹 페이지', 'type': 'poh'}","{'start': 38, 'text': '웹 서비스', 'type': 'poh'}",no_relation
231,웹 디자인_42.0,"웹 페이지가 만들어진 뒤에, 보통 하이퍼링크로 이루어진 탐색 메뉴를 사용하여 연결되어 있다.","{'start': 0, 'text': '웹 페이지', 'type': 'poh'}","{'start': 19, 'text': '하이퍼링크', 'type': 'poh'}",no_relation
232,웹 디자인_57.0,사용자 에이전트가 소스코드를 줄 단위로 읽게 하도록 페이지를 만든다.,"{'start': 4, 'text': '에이전트', 'type': 'poh'}","{'start': 29, 'text': '페이지', 'type': 'poh'}",no_relation
233,웹 디자인_31.0,"상업 웹사이트의 경우, 기본 디자인 관점은 다음과 같다:","{'start': 3, 'text': '웹사이트', 'type': 'poh'}","{'start': 16, 'text': '디자인', 'type': 'poh'}",no_relation
234,웹 디자인_28.0,웹사이트는 각 책의 페이지를 담고 있는 책과 비유할 수 있다.,"{'start': 0, 'text': '웹사이트', 'type': 'poh'}","{'start': 11, 'text': '페이지', 'type': 'poh'}",no_relation
235,웹 디자인_48.0,웹 페이지와 사이트는 접근을 위해 특정한 접근성 원칙들을 따라야 한다.,"{'start': 23, 'text': '접근성', 'type': 'poh'}","{'start': 7, 'text': '사이트', 'type': 'poh'}",no_relation
236,웹 디자인_17.0,"버너스리는 인터넷 통신(오랫동안 전자 우편, 유즈넷을 전달하였음)과 하이퍼텍스트를 처음 결합하기 시작하였다.","{'start': 6, 'text': '인터넷 통신', 'type': 'poh'}","{'start': 38, 'text': '하이퍼텍스트', 'type': 'poh'}",no_relation
237,웹 디자인_14.0,두 가지 접근 모두 보통 복잡한 응용 프로그램에 쓰인다.,"{'start': 18, 'text': '응용 프로그램', 'type': 'poh'}","{'start': 0, 'text': '두 가지 접근', 'type': 'poh'}",no_relation
238,웹 디자인_7.0,마지막 표준은 되도록 플러그인을 이용하지 않고 브라우저의 기능이 다양한 매체와 접근성 옵션을 클라이언트에 전달하게끔 하고 있다.,"{'start': 52, 'text': '클라이언트', 'type': 'poh'}","{'start': 12, 'text': '플러그인', 'type': 'poh'}",no_relation
239,웹 디자인_37.0,웹 사이트는 보통 텍스트와 그림으로 이루어져 있다.,"{'start': 10, 'text': '텍스트', 'type': 'poh'}","{'start': 15, 'text': '그림', 'type': 'poh'}",no_relation
240,웹 디자인_33.0,"이용성: 사이트는 사용자와 친숙해야 하며, 인터페이스와 탐색이 단순하고 믿음직스러워야 한다.","{'start': 24, 'text': '인터페이스', 'type': 'poh'}","{'start': 5, 'text': '사이트', 'type': 'poh'}",no_relation
241,유니콘기업_4.0,"유니콘 기업에는 미국의 우버, 에어비앤비, 핀터레스트, 깃허브, 몽고DB, 슬랙, 에버노트, 중국의 샤오미, 디디추싱, DJI, 한국의 쿠팡, L&P코스메틱, 크래프톤(前블루홀), 비바리퍼블리카(토스), 야놀자, 위메프, 지피클럽, 무신사, 에이프로젠, 쏘카 등이 있다.","{'start': 89, 'text': '크래프톤', 'type': 'org'}","{'start': 95, 'text': '블루홀', 'type': 'org'}",alternate
242,유니콘기업_9.0,"데카콘 기업에는 미국의 우버, 에어비앤비, 중국의 샤오미, 디디추싱 등이 있다.","{'start': 0, 'text': '데카콘 기업', 'type': 'poh'}","{'start': 17, 'text': '에어비앤비', 'type': 'org'}",no_relation
243,유니콘기업_7.0,"기업 가치가 1조 원 이상인 비상장 스타트업 기업을 머리에 뿔이 1개인 상상 속의 동물인 유니콘(unicorn)에 비유했듯이, 기업 가치가 10조 원 이상인 비상장 스타트업 기업을 머리에 뿔이 10개인 상상 속의 동물인 데카콘에 비유하였다.","{'start': 50, 'text': '유니콘', 'type': 'poh'}","{'start': 123, 'text': '데카콘', 'type': 'poh'}",no_relation
244,유니콘기업_6.0,원래 데카콘(decacorn)이란 머리에 10개의 뿔을 가진 상상 속의 동물을 말한다.,"{'start': 40, 'text': '동물', 'type': 'poh'}","{'start': 3, 'text': '데카콘', 'type': 'poh'}",poh:type
245,유니콘기업_2.0,스타트업 기업이 상장하기도 전에 기업 가치가 1조 원 이상이 되는 것은 마치 유니콘처럼 상상 속에서나 존재할 수 있다는 의미로 사용되었다.,"{'start': 0, 'text': '스타트업', 'type': 'poh'}","{'start': 43, 'text': '유니콘', 'type': 'poh'}",no_relation
246,유니콘기업_8.0,미국의 경제통신사인 블룸버그가 처음 사용한 용어이다.,"{'start': 11, 'text': '블룸버그', 'type': 'org'}","{'start': 4, 'text': '경제통신사', 'type': 'poh'}",org:field
247,유니콘기업_5.0,'데카콘'(decacorn)이란 기업 가치가 100억 달러(=10조 원) 이상인 비상장 스타트업 기업을 말한다.,"{'start': 1, 'text': '데카콘', 'type': 'poh'}","{'start': 49, 'text': '스타트업', 'type': 'poh'}",poh:type
248,유니콘기업_1.0,원래 유니콘이란 뿔이 하나 달린 말처럼 생긴 전설상의 동물을 말한다.,"{'start': 3, 'text': '유니콘', 'type': 'poh'}","{'start': 30, 'text': '동물', 'type': 'poh'}",poh:type
249,유니콘기업_3.0,2013년  벤처 투자자인 에일린 리(Aileen Lee)가 처음 사용한 용어이다.,"{'start': 15, 'text': '에일린 리', 'type': 'per'}","{'start': 7, 'text': '벤처 투자자', 'type': 'poh'}",per:title
250,유니콘기업_0.0,유니콘 기업(Unicorn)은 기업 가치가 10억 달러(=1조 원) 이상이고 창업한 지 10년 이하인 비상장 스타트업 기업을 말한다.,"{'start': 0, 'text': '유니콘 기업', 'type': 'poh'}","{'start': 61, 'text': '스타트업', 'type': 'poh'}",poh:type
251,무신사_42,무신사 매거진은 국내 최초의 온·오프라인 패션 매거진이다.,"{'start': 0, 'text': '무신사 매거진', 'type': 'org'}","{'start': 23, 'text': '패션', 'type': 'poh'}",org:field
252,무신사_38,무신사가 만든 패션문화 편집공간인 무신사 테라스가 2019년 8월 문을 열었다.,"{'start': 19, 'text': '무신사 테라스', 'type': 'poh'}","{'start': 28, 'text': '2019년 8월', 'type': 'dat'}",poh:start_date
253,무신사_39,무신사는 2020년 패션 플랫폼 월간 활성 사용자 1위에 선정됐다.,"{'start': 0, 'text': '무신사', 'type': 'org'}","{'start': 11, 'text': '패션 플랫폼', 'type': 'poh'}",org:field
254,무신사_35_2,"무신사 스토어뿐만 아니라 여성 전용 스토어인 우신사도 오픈되어 있으며, 무신사는 2001년에 개설되었다..","{'start': 25, 'text': '우신사', 'type': 'org'}","{'start': 45, 'text': '2001년', 'type': 'dat'}",no_relation
255,무신사_46,무신사 스튜디오는 무신사가 만든 패션특화 공유 오피스이다.,"{'start': 10, 'text': '무신사', 'type': 'org'}","{'start': 0, 'text': '무신사 스튜디오', 'type': 'poh'}",product
256,무신사_41_2,"무신사에 입점한 브랜드로는 스타터(STARTER), 오션퍼시픽(OCEAN PACIFIC), 캉골, 아웃도어프로덕트, 커버낫 등이 있다..","{'start': 0, 'text': '무신사', 'type': 'org'}","{'start': 15, 'text': '스타터', 'type': 'org'}",related
257,무신사_43,무신사 스토어는 국내 최대 규모의 브랜드 패션 유통 플랫폼이다.,"{'start': 0, 'text': '무신사 스토어', 'type': 'org'}","{'start': 19, 'text': '브랜드 패션 유통 플랫폼', 'type': 'poh'}",org:field
258,무신사_40,2021년 3월 여성회원에게만 발급하는 무신사 쿠폰의 파장으로 남성들 사이에서 불매 운동이 일어났다.,"{'start': 22, 'text': '무신사', 'type': 'org'}","{'start': 44, 'text': '불매 운동', 'type': 'poh'}",org:event
259,무신사_47,무신사 테라스는 무신사가 만든 패션문화 편집공간이다.,"{'start': 9, 'text': '무신사', 'type': 'org'}","{'start': 0, 'text': '무신사 테라스', 'type': 'poh'}",product
260,무신사_45,우신사는 무신사가 만든 여성 전용 온라인 쇼핑몰이다.,"{'start': 5, 'text': '무신사', 'type': 'org'}","{'start': 0, 'text': '우신사', 'type': 'poh'}",product
261,무신사_37,무신사는 2018년 6월 패션특화 공유오피스 무신사 스튜디오를 오픈했다.,"{'start': 25, 'text': '무신사 스튜디오', 'type': 'poh'}","{'start': 5, 'text': '2018년 6월', 'type': 'dat'}",poh:start_date
262,무신사_41,"무신사에 입점한 브랜드로는 스타터(STARTER), 오션퍼시픽(OCEAN PACIFIC), 캉골, 아웃도어프로덕트, 커버낫 등이 있다.","{'start': 15, 'text': '스타터', 'type': 'org'}","{'start': 51, 'text': '캉골', 'type': 'org'}",related
263,무신사_35,"무신사 스토어뿐만 아니라 여성 전용 스토어인 우신사도 오픈되어 있으며, 무신사는 2001년에 개설되었다.","{'start': 40, 'text': '무신사', 'type': 'org'}","{'start': 45, 'text': '2001년', 'type': 'dat'}",org:founded
264,무신사_44,무신사 스탠다드는 무신사 스토어에 입점한 무신사 자체 브랜드이다.,"{'start': 10, 'text': '무신사 스토어', 'type': 'org'}","{'start': 0, 'text': '무신사 스탠다드', 'type': 'org'}",related
265,네이버_87,"2013년 초부터, 조중동을 필두로 그 동안 네이버의 문어발식 확장에 비판의 목소리를 가하는 여론이 형성되었다.","{'start': 25, 'text': '네이버', 'type': 'org'}","{'start': 11, 'text': '조중동', 'type': 'org'}",no_relation
266,네이버_25,2010년 9월 '네이버 거리뷰' 지도 서비스가 오픈되었다.,"{'start': 10, 'text': '네이버 거리뷰', 'type': 'poh'}","{'start': 0, 'text': '2010년 9월', 'type': 'dat'}",poh:start_date
267,네이버_49,현재 네이버 카페는 한국의 인터넷 카페 서비스 중 가장 높은 점유율을 가지고 있다. 한 사람당 최대 300개까지 블로그를 생성하거나 가입할 수 있다.,"{'start': 15, 'text': '인터넷 카페', 'type': 'poh'}","{'start': 3, 'text': '네이버 카페', 'type': 'poh'}",poh:type
268,네이버_53,네이버의 댓글 폐지 이전에 다음(DAUM)은 이미 연예뉴스 댓글을 폐지한 뒤여서 네이버의 대응이 너무 늦었다는 비판의 의견이 적지 않았다.,"{'start': 15, 'text': '다음', 'type': 'org'}","{'start': 45, 'text': '네이버', 'type': 'org'}",no_relation
269,네이버_130,이에 따라 각 신문사들은 '인터넷 기사 독자의 70 ~ 80%가 포털을 통해 접근하는데 악성코드를 이유로 기사를 차단하는 것은 횡포'라고 반발하며 네이버에 이의 제기를 모색하고있다.,"{'start': 82, 'text': '네이버', 'type': 'org'}","{'start': 8, 'text': '신문사', 'type': 'org'}",no_relation
270,네이버_19,2008년 6월 자체 개발 '네이버 지도' 서비스가 시작되었다.,"{'start': 16, 'text': '네이버 지도', 'type': 'poh'}","{'start': 0, 'text': '2008년 6월', 'type': 'dat'}",poh:start_date
271,네이버_84,"특히, 2007년 대통령 선거에 관한 문제는 네이버를 반대하는 성향을 증가시킨 중요한 원인으로 지적된다.","{'start': 25, 'text': '네이버', 'type': 'org'}","{'start': 10, 'text': '대통령 선거', 'type': 'poh'}",no_relation
272,네이버_62,현영희 새누리당 의원의 공천헌금 의혹 사건과 관련하여 네이버가 검색어를 조작하였다는 논란이 일고 있다.,"{'start': 0, 'text': '현영희', 'type': 'per'}","{'start': 9, 'text': '의원', 'type': 'poh'}",per:title
273,네이버_3,1998년 1월 네이버 정식 서비스가 시작되었다.,"{'start': 9, 'text': '네이버 정식 서비스', 'type': 'poh'}","{'start': 0, 'text': '1998년 1월', 'type': 'dat'}",poh:start_date
274,네이버_81,"또한 네이버 내의 블로그가 다른 검색 엔진에 의해 검색되는 것이 일부 제한되어 있으며, 지식iN 서비스 활성화를 위해 무단 퍼오기를 방관한다는 비판이 있다.","{'start': 3, 'text': '네이버', 'type': 'org'}","{'start': 10, 'text': '블로그', 'type': 'poh'}",product
275,네이버_17,2005년 12월 '네이버 동영상 검색' 오픈 베타 서비스가 시작되었다.,"{'start': 11, 'text': '네이버 동영상 검색', 'type': 'poh'}","{'start': 0, 'text': '2005년 12월', 'type': 'dat'}",poh:start_date
276,네이버_124,2010년 실사지도 서비스인 거리뷰 서비스를 시작하였다.,"{'start': 16, 'text': '거리뷰', 'type': 'poh'}","{'start': 0, 'text': '2010년', 'type': 'dat'}",poh:start_date
277,네이버_46,"최근에는 변호사, 의사 등 전문가 상담을 도입하여 신뢰도를 점점 높이고 있다. 2012년 네이버측에 따르면, 지난 10년간 1억 건의 질문이 지식iN에 올라왔으며, 질문을 올린 이용자는 1300만 명, 답변을 올린 이용자는 700만 명에 달한다.","{'start': 50, 'text': '네이버', 'type': 'org'}","{'start': 15, 'text': '전문가 상담', 'type': 'poh'}",no_relation
278,네이버_16,2005년 8월 '네이버폰' 서비스가 시작되었다.,"{'start': 10, 'text': '네이버폰', 'type': 'poh'}","{'start': 0, 'text': '2005년 8월', 'type': 'dat'}",poh:start_date
279,네이버_114,공정위는 '시장 점유율이 높은 네이버 부동산이 이를 악용하여 CP로 하여금 경쟁사에 부당산 정보를 제공하지 못하도록 하면서 경쟁사 시장 진입을 방해하였다' 고 공정위는 설명하였다.,"{'start': 89, 'text': '공정위', 'type': 'org'}","{'start': 17, 'text': '네이버', 'type': 'org'}",no_relation
280,네이버_6,2000년 5월 '네이버 뉴스' 서비스가 시작되었다.,"{'start': 10, 'text': '네이버 뉴스', 'type': 'poh'}","{'start': 0, 'text': '2000년 5월', 'type': 'dat'}",poh:start_date
281,네이버_92,2018년 9월 13일에 모바일 검색기능을 리뉴얼 하였으며 2020년 10월 29일에 PC버전 검색기능을 리뉴얼 하였다.,"{'start': 14, 'text': '모바일 검색기능', 'type': 'poh'}","{'start': 33, 'text': '2020년 10월 29일', 'type': 'dat'}",no_relation
282,네이버_133,"또한 네이버는 1997년 2월 26일 이해진, 권혁일, 김보경, 구창진, 오승환, 최재영, 강석호 등으로 구성된 삼성SDS의 사내 벤처에서 '웹글라이더'라는 이름으로 시작해 1998년 1월에 분리된 네이버컴 주식회사에서 운영하다가 2000년 자회사인 한게임과 합병하여 NHN이 된 후 재분리하여 현재는 네이버(주)에서 운영하고 있다....","{'start': 63, 'text': '삼성SDS', 'type': 'org'}","{'start': 46, 'text': '최재영', 'type': 'per'}",org:members
283,네이버_78,"뉴스 공유 서비스를 예로 들면 다음은 경쟁업체의 서비스인 미투데이와 싸이월드, 트위터, 페이스북 등을 통해 공유가 가능하지만 네이버는 2012년 2월 16일까지 자사의 서비스인 미투데이만 허용하고 있었으나, 미투데이 서비스가 종료된 지금은 트위터와 페이스북 등의 외부 서비스 공유가 가능하다.","{'start': 70, 'text': '네이버', 'type': 'org'}","{'start': 139, 'text': '페이스북', 'type': 'org'}",related
284,네이버_90,"이러한 논란에 대해, 네이버는 사실을 인정하고 윙스푼, 네이버 키친, 워너비 등의 서비스를 종료하기로 했다.","{'start': 12, 'text': '네이버', 'type': 'org'}","{'start': 39, 'text': '워너비', 'type': 'poh'}",product
285,네이버_63,"또, 정우택 성상납 의혹과 관련한 검색 조작이 논란을 일으키고 있다.","{'start': 3, 'text': '정우택', 'type': 'per'}","{'start': 7, 'text': '성상납', 'type': 'poh'}",no_relation
286,네이버_72,"이와 관련해, 2007년 진성호 의원은 사석에서 '네이버를 평정했다'고 발언한 바 있고 이후 손석희의 시선집중에서 이 발언을 시인하였다. 이로 인해 네이버는 정권에 굴복했다는 비난을 받았다.","{'start': 14, 'text': '진성호', 'type': 'per'}","{'start': 52, 'text': '손석희', 'type': 'per'}",no_relation
287,네이버_120,네이버는 일본 욱일기 콘텐츠 디자인의 콘텐츠를 판매하였다.,"{'start': 0, 'text': '네이버', 'type': 'org'}","{'start': 5, 'text': '일본', 'type': 'loc'}",no_relation
288,네이버_1,네이버(영어: NAVER)는 1999년 6월에 출시된 대한민국의 포털사이트이다.,"{'start': 0, 'text': '네이버', 'type': 'org'}","{'start': 16, 'text': '1999년 6월', 'type': 'dat'}",org:founded
289,네이버_15,2005년 5월 '네이버 실시간 검색순위' 서비스가 시작되었다.,"{'start': 10, 'text': '네이버 실시간 검색순위', 'type': 'poh'}","{'start': 0, 'text': '2005년 5월', 'type': 'dat'}",poh:start_date
290,네이버_32,2016년 12월 '웨일' 베타서비스가 시작되었다.,"{'start': 11, 'text': '웨일', 'type': 'poh'}","{'start': 0, 'text': '2016년 12월', 'type': 'dat'}",poh:start_date
291,네이버_30,2015년 2월 '폴라' 베타서비스가 시작되었다.,"{'start': 10, 'text': '폴라', 'type': 'poh'}","{'start': 0, 'text': '2015년 2월', 'type': 'dat'}",poh:start_date
292,네이버_61,네이버가 검색 점유율 80%를 점유하고 있는 현실에서 특정 정치세력이 네이버의 검색 통계를 일방적으로 이용할 경우 정치적으로 무기화될 수 있다는 지적도 있다.,"{'start': 39, 'text': '네이버', 'type': 'org'}","{'start': 33, 'text': '정치세력', 'type': 'org'}",no_relation
293,네이버_118,네이버는 김상헌 전 대표가 개인적으로 부탁을 들어준 것이며 이해진 총수는 무관하다고 주장했다.,"{'start': 33, 'text': '이해진', 'type': 'per'}","{'start': 0, 'text': '네이버', 'type': 'org'}",per:member_of
294,네이버_70,"특히 네이버는 자회사의 게임 포털인 한게임의 게임 순위는 올리고, 반대로 경쟁 회사들의 게임 순위는 낮춘다는 의혹이 있다.","{'start': 3, 'text': '네이버', 'type': 'org'}","{'start': 20, 'text': '한게임', 'type': 'org'}",related
295,네이버_132,서버장비는 화웨이 장비를 도입했으나 지금은 사용하지 않는다. 네이버 서버의 보안이 뚫린 적이 있기 때문이다.,"{'start': 6, 'text': '화웨이', 'type': 'org'}","{'start': 34, 'text': '네이버', 'type': 'org'}",no_relation
296,네이버_121,네이버의 자회사 라인이 욱일기 디자인이 적용된 이모티콘들을 온라인 스토어에서 판매하고 있다는 사실이 확인됐다.,"{'start': 9, 'text': '라인', 'type': 'org'}","{'start': 0, 'text': '네이버', 'type': 'org'}",related
297,네이버_94,"문제는 블로그와 카페는 성격이 다르기 때문에 따로 검색하는 것이 유리한데, 이 둘을 합쳐버리면 정확성과 편의성이 나빠질 수 있다.","{'start': 4, 'text': '블로그', 'type': 'poh'}","{'start': 9, 'text': '카페', 'type': 'poh'}",no_relation
298,네이버_36,"현재 네이버의 서비스는 크게 검색, 사전, 커뮤니티, 뉴스, 생활, 문화, 쇼핑, 웹툰, 지도 등으로 나누어 볼 수 있다.","{'start': 3, 'text': '네이버', 'type': 'org'}","{'start': 46, 'text': '웹툰', 'type': 'poh'}",org:field
299,네이버_29,2013년 7월 관계형 컨텐츠 기반의 네이버 NCR Mash-up 검색서비스가 시작되었다.,"{'start': 21, 'text': '네이버 NCR Mash-up 검색', 'type': 'poh'}","{'start': 9, 'text': '관계형 컨텐츠', 'type': 'poh'}",poh:type
300,네이버_115,네이버가 유력 인사 자녀들에게 특별 과외와 인턴십 등의 특혜를 제공한 사실이 드러났다.,"{'start': 0, 'text': '네이버', 'type': 'org'}","{'start': 17, 'text': '특별 과외', 'type': 'poh'}",org:event
301,네이버_80,심지어 중국의 qq처럼 AI검색 시스템으로 네이버에 반하는 성향을 가진 사람들을 검출해 네이버 서비스 일부분에서 불이익을 가져다 준다.,"{'start': 8, 'text': 'qq', 'type': 'org'}","{'start': 24, 'text': '네이버', 'type': 'org'}",no_relation
302,네이버_127,네이버 카페와 네이버 블로그 외 일부 컨텐츠의 XSS 기법의 해킹이 우려되어 한때 논란이 되었다.,"{'start': 0, 'text': '네이버 카페', 'type': 'poh'}","{'start': 8, 'text': '네이버 블로그', 'type': 'poh'}",no_relation
303,네이버_20,2009년 6월 네이버 모바일 웹 전용 서비스가 시작되었다.,"{'start': 13, 'text': '모바일 웹 전용 서비스', 'type': 'poh'}","{'start': 0, 'text': '2009년 6월', 'type': 'dat'}",poh:start_date
